metropolitan_area_name,efficiency,one_bedroom,two_bedroom,three_bedroom,four_bedroom,fmr_percentile,unnamed:_7,year
"Kendall County, TX HUD Metro FMR Area","$1,229","$1,360","$1,677","$2,204","$2,500",40,,2025
"Killeen-Temple, TX HUD Metro FMR Area",$895,$900,"$1,135","$1,599","$1,926",40,,2025
"Lampasas County, TX HUD Metro FMR Area",$789,$795,"$1,044","$1,405","$1,772",40,,2025
"Laredo, TX MSA",$876,$881,"$1,087","$1,384","$1,449",40,,2025
"Longview, TX HUD Metro FMR Area",$889,$930,"$1,102","$1,537","$1,665",40,,2025
"Lubbock, TX HUD Metro FMR Area",$778,$931,"$1,113","$1,551","$1,829",40,,2025
"Lynn County, TX HUD Metro FMR Area",$633,$758,$905,"$1,264","$1,462",40,,2025
"Martin County, TX HUD Metro FMR Area",$765,$770,$905,"$1,275","$1,536",40,,2025
"McAllen-Edinburg-Mission, TX MSA",$777,$781,$977,"$1,277","$1,409",40,,2025
"Medina County, TX HUD Metro FMR Area",$834,$866,"$1,138","$1,513","$1,516",40,,2025
"Midland, TX HUD Metro FMR Area","$1,364","$1,372","$1,612","$2,059","$2,723",40,,2025
"Odessa, TX MSA","$1,120","$1,127","$1,481","$1,791","$2,108",40,,2025
"Oldham County, TX HUD Metro FMR Area",$703,$821,"$1,010","$1,221","$1,613",40,,2025
"Rusk County, TX HUD Metro FMR Area",$764,$769,"$1,011","$1,286","$1,421",40,,2025
"San Angelo, TX HUD Metro FMR Area",$779,$927,"$1,149","$1,523","$1,912",40,,2025
"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,067","$1,197","$1,458","$1,846","$2,206",40,,2025
"Sherman-Denison, TX MSA",$897,"$1,045","$1,227","$1,678","$2,082",40,,2025
"Sterling County, TX HUD Metro FMR Area",$777,$925,"$1,146","$1,516","$1,906",40,,2025
"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$779,$784,$982,"$1,221","$1,601",40,,2025
"Tyler, TX MSA",$966,"$1,009","$1,235","$1,621","$1,912",40,,2025
"Victoria, TX MSA","$1,010","$1,016","$1,276","$1,588","$1,753",40,,2025
"Waco, TX HUD Metro FMR Area",$875,"$1,011","$1,266","$1,632","$1,686",40,,2025
"Wichita Falls, TX MSA",$800,$843,"$1,037","$1,418","$1,611",40,,2025
"Wise County, TX HUD Metro FMR Area",$946,"$1,047","$1,175","$1,656","$1,800",40,,2025
FY2024 Texas FMR Local Area Summary,,,,,,,,2025
Locality Name,Metropolitan Area Name,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,2025
Anderson County,"Anderson County, TX",$879,$885,"$1,035","$1,298","$1,663",40,2025
Andrews County,"Andrews County, TX","$1,057","$1,210","$1,358","$1,704","$2,018",40,2025
Angelina County,"Angelina County, TX",$891,$935,"$1,074","$1,361","$1,430",40,2025
Aransas County,"Aransas County, TX",$982,"$1,025","$1,261","$1,525","$1,874",40,2025
Archer County,"Wichita Falls, TX MSA",$800,$843,"$1,037","$1,418","$1,611",40,2025
Armstrong County,"Amarillo, TX HUD Metro FMR Area",$754,$879,"$1,082","$1,482","$1,728",40,2025
Atascosa County,"Atascosa County, TX HUD Metro FMR Area",$831,"$1,011","$1,135","$1,405","$1,583",40,2025
Austin County,"Austin County, TX HUD Metro FMR Area",$727,$821,$922,"$1,299","$1,565",40,2025
Bailey County,"Bailey County, TX",$727,$752,$934,"$1,225","$1,388",40,2025
Bandera County,"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,067","$1,197","$1,458","$1,846","$2,206",40,2025
Bastrop County,"Austin-Round Rock, TX MSA","$1,519","$1,635","$1,924","$2,470","$2,840",40,2025
Baylor County,"Baylor County, TX",$696,$701,$905,"$1,275","$1,345",40,2025
Bee County,"Bee County, TX",$884,$890,"$1,169","$1,538","$1,665",40,2025
Bell County,"Killeen-Temple, TX HUD Metro FMR Area",$895,$900,"$1,135","$1,599","$1,926",40,2025
